A00009-SII  |ARMANANTA EKA PUTRA, PT                                     ||2009.00119            |2020-09-30|LE MINERALE                   |TIRTA FRESHINDO JAYA, PT                                    |1350002
I00013-SII  |INTER PARIWARA GLOBAL, PT                                   ||2102.00103            |2021-02-28|A MILD                        |HANJAYA MANDALA SAMPOERNA TBK                               |153670000
I00013-SII  |INTER PARIWARA GLOBAL, PT                                   ||2102.00104            |2021-02-28|KAPAL API BLACK               |SANTOS JAYA ABADI, PT                                       |168300000
I00013-SII  |INTER PARIWARA GLOBAL, PT                                   ||2102.00105            |2021-02-28|A MILD                        |HANJAYA MANDALA SAMPOERNA TBK                               |6996000
I00013-SII  |INTER PARIWARA GLOBAL, PT                                   ||2102.00106            |2021-02-28|A MILD                        |HANJAYA MANDALA SAMPOERNA TBK                               |139920000
I00013-SII  |INTER PARIWARA GLOBAL, PT                                   ||2102.00107            |2021-02-28|IMBOOST                       |SOHO INDUSTRI PHARMASI , PT                                 |24006400
I00013-SII  |INTER PARIWARA GLOBAL, PT                                   ||2102.00108            |2021-02-28|IMBOOST                       |SOHO INDUSTRI PHARMASI , PT                                 |3762000
I00013-SSI  |INTER PARIWARA GLOBAL, PT                                   ||2102.00094            |2021-02-28|KAPAL API REGULAR (BLACK)     |SANTOS JAYA ABADI, PT                                       |261360000
I00015-SII  |INTER AKSI CIPTA, PT                                        ||007.0040331-06        |2006-07-31|CHA CHA                       ||20000000
I00015-SII  |INTER AKSI CIPTA, PT                                        ||0090040347 - 04       |2004-09-30|DELFI                         ||35178000
I00015-SII  |INTER AKSI CIPTA, PT                                        ||0090040348 - 04       |2004-09-30|DELFI                         ||14708572
I00015-SII  |INTER AKSI CIPTA, PT                                        ||0090040349 - 04       |2004-09-30|SILVER QUEEN (PROMO)          ||468339
I00015-SII  |INTER AKSI CIPTA, PT                                        ||0090040350 - 04       |2004-09-30|SILVER QUEEN (PROMO)          ||4400000
I00015-SII  |INTER AKSI CIPTA, PT                                        ||010.0040211- 04       |2004-10-30|TOP                           ||56448316
I00015-SII  |INTER AKSI CIPTA, PT                                        ||06.004.0027-08        |2008-06-30|CHA CHA                       ||360000
I00015-SII  |INTER AKSI CIPTA, PT                                        ||06.004.0028-08        |2008-06-30|SILVERQUEEN                   ||480000
I00015-SII  |INTER AKSI CIPTA, PT                                        ||06.004.0029-08        |2008-06-30|CHUNKY                        ||240000
I00015-SII  |INTER AKSI CIPTA, PT                                        ||06.004.0030-08        |2008-06-30|SILVERQUEEN CARAMEL           ||720000
I00015-SII  |INTER AKSI CIPTA, PT                                        ||06.004.0031-08        |2008-06-30|TWISTER                       ||480000
I00015-SII  |INTER AKSI CIPTA, PT                                        ||06.004.0032-08        |2008-06-30|CHA CHA                       ||240000
I00015-SII  |INTER AKSI CIPTA, PT                                        ||06.004.0033-08        |2008-06-30|SILVERQUEEN                   ||360000
I00015-SII  |INTER AKSI CIPTA, PT                                        ||07.004.0024-08        |2008-07-31|SILVERQUEEN CARAMEL           ||240000
I00015-SII  |INTER AKSI CIPTA, PT                                        ||07.004.0026-08        |2008-07-31|TWISTER                       ||360000
I00015-SII  |INTER AKSI CIPTA, PT                                        ||07.004.0030-08        |2008-07-31|MEISES CERES                  ||600000
I00015-SII  |INTER AKSI CIPTA, PT                                        ||11.004.0183-08        |2008-11-30|CHA CHA                       ||600000
I00015-SII  |INTER AKSI CIPTA, PT                                        ||11.004.0185-08        |2008-11-30|SILVERQUEEN                   ||240000
I00015-SII  |INTER AKSI CIPTA, PT                                        ||11.004.0187-08        |2008-11-30|FUN TIME                      ||240000
I00016-SII  |INTERNATIONAL MATARI ADV, PT                                ||011.0040204 -05       |2005-11-30|INDOMIE                       ||30000000
I00016-SII  |INTERNATIONAL MATARI ADV, PT                                ||0907.00096            |2009-07-31|||1056000
I00016-SII  |INTERNATIONAL MATARI ADV, PT                                ||1511.00213            |2015-11-30|HERBADRINK                    |KONIMEX, PT                                                 |6594618
I00016-SII  |INTERNATIONAL MATARI ADV, PT                                ||2009.00121            |2020-09-30|EVER E                        |KONIMEX, PT                                                 |1
I00016-SII  |INTERNATIONAL MATARI ADV, PT                                ||2011.00112            |2020-11-30|DIPLOMAT                      |GELORA DJAJA,PT                                             |314928000
I00016-SII  |INTERNATIONAL MATARI ADV, PT                                ||2011.00113            |2020-11-30|DIPLOMAT                      |GELORA DJAJA,PT                                             |19440000
I00016-SII  |INTERNATIONAL MATARI ADV, PT                                ||2012.00070            |2020-12-18|DIPLOMAT                      |GELORA DJAJA,PT                                             |279180000
I00016-SII  |INTERNATIONAL MATARI ADV, PT                                ||2012.00071            |2020-12-18|DIPLOMAT                      |GELORA DJAJA,PT                                             |29700000
I00016-SII  |INTERNATIONAL MATARI ADV, PT                                ||2012.00097            |2020-12-31|RENOVIT                       |KONIMEX, PT                                                 |2000000
I00016-SII  |INTERNATIONAL MATARI ADV, PT                                ||2012.00134            |2020-12-31|PROTECAL                      |KONIMEX, PT                                                 |1500000
I00016-SII  |INTERNATIONAL MATARI ADV, PT                                ||2101.00017            |2021-01-25|PROTECAL                      |KONIMEX, PT                                                 |82500000
I00016-SII  |INTERNATIONAL MATARI ADV, PT                                ||2101.00057            |2021-01-31|PROTECAL                      |KONIMEX, PT                                                 |33000000
I00016-SII  |INTERNATIONAL MATARI ADV, PT                                ||2101.00058            |2021-01-31|SILADEX                       |KONIMEX, PT                                                 |88750200
I00016-SII  |INTERNATIONAL MATARI ADV, PT                                ||2102.00014            |2021-02-24|SILADEX                       |KONIMEX, PT                                                 |21249800
I00016-SII  |INTERNATIONAL MATARI ADV, PT                                ||2102.00032            |2021-02-24|PROTECAL                      |KONIMEX, PT                                                 |77000000
I00016-SII  |INTERNATIONAL MATARI ADV, PT                                ||2102.00074            |2021-02-28|RENOVIT                       |KONIMEX, PT                                                 |110000000
I00016-SII  |INTERNATIONAL MATARI ADV, PT                                ||2102.00075            |2021-02-28|INZA                          |KONIMEX, PT                                                 |110000000
I00018-BLI  |INTUISI KARYA PRATAMA, PT                                   ||0905.00273            |2009-05-31|CENTURY BANK                  ||1300000
I00019-BTI  |ITALINDO CITRA MODERN, PT                                   ||04.004.0282-07        |2007-04-30|||8250000
I00019-BTI  |ITALINDO CITRA MODERN, PT                                   ||07.004.0186-07        |2007-07-31|LONDRE                        ||8800000
I00019-BTI  |ITALINDO CITRA MODERN, PT                                   ||08.004.0191-07        |2007-08-31|LONDRE                        ||8800000
I00022-SII  |INTI KANZEN MOTOR, PT                                       ||0904.00928            |2009-04-30|KANZEN MOTOR                  ||720000
I00047-BTI  |INDOSAT MEGA MEDIA, PT                                      ||BS.1211.002.TV1       |2011-12-30|LMK/PJB-LGL/006-B/XII/2010    ||45550000
I00063-BTI  |INDOBUILDCO, PT                                             ||1102.00313A           |2011-02-28|HOTEL SULTAN                  ||15400000
I00124-SII  |INSAN KARYA ARUNA NUSA, PT                                  ||2102.00045            |2021-02-24|EMCO                          |EMCO, PT                                                    |38500000
I00125-SII  |INDO STAR MEDIA, PT                                         ||1808.00101            |2018-08-29|TJE FUK                       |TJE FUK, PT                                                 |1700000
I00134-SII  |INDONESIA AIRASIA, PT                                       ||2011.00148            |2020-11-30|AIR ASIA                      |INDONESIA AIRASIA, PT                                       |458333333
J00001-SII  |JACOSINDO LESTARI                                           ||0908.00416            |2009-08-31|J-YOGA                        ||2053915
J00003-BLI  |JABALU MEDIA INTERNUSA, PT                                  ||1001.00084            |2010-01-31|DRTV                          ||700000
J00003-BLI  |JABALU MEDIA INTERNUSA, PT                                  ||1001.00263            |2010-01-31|DRTV                          ||700000
J00012-BTI  |JAVA PARAGON HOTEL & RESIDENCE                              ||1005.00489            |2010-05-31|JAVA PARAGON                  ||11000000
J00030-SII  |JACO NUSANTARA MANDIRI, PT                                  ||2101.00104            |2021-01-31|JACO TOUCH UP                 |JACO NUSANTARA MANDIRI. PT                                  |1500000
J00030-SII  |JACO NUSANTARA MANDIRI, PT                                  ||2101.00105            |2021-01-31|LUMBAR PILOW                  |JACO NUSANTARA MANDIRI. PT                                  |3100000
J00030-SII  |JACO NUSANTARA MANDIRI, PT                                  ||2101.00106            |2021-01-31|JACO SEPEDA HORSE RIDER       |JACO NUSANTARA MANDIRI. PT                                  |1400000
J00030-SII  |JACO NUSANTARA MANDIRI, PT                                  ||2101.00107            |2021-01-31|JACO SENDAL K-WALK            |JACO NUSANTARA MANDIRI. PT                                  |4200000
J00030-SII  |JACO NUSANTARA MANDIRI, PT                                  ||2102.00122            |2021-02-28|JACO TREADMILL MIX            |JACO NUSANTARA MANDIRI. PT                                  |33000000
J00030-SII  |JACO NUSANTARA MANDIRI, PT                                  ||2102.00123            |2021-02-28|JACO SENDAL K-WALK            |JACO NUSANTARA MANDIRI. PT                                  |220000000
